Div,Date,Season,HomeTeam,AwayTeam,FTR,H_roll_GF,H_roll_GA,H_roll_Pts,H_roll_Win,H_roll_Shots,H_roll_ShotsT,H_roll_Corners,H_roll_Fouls,H_season_pts,H_season_gf,H_season_ga,H_season_games,H_season_gd,H_season_ppg,H_rank,A_roll_GF,A_roll_GA,A_roll_Pts,A_roll_Win,A_roll_Shots,A_roll_ShotsT,A_roll_Corners,A_roll_Fouls,A_season_pts,A_season_gf,A_season_ga,A_season_games,A_season_gd,A_season_ppg,A_rank,ref_cards_avg,ref_reds_avg,ref_fouls_avg,ref_games,mkt_prob_H,mkt_prob_D,mkt_prob_A,mkt_prob_max,odds_move_H,odds_move_D,odds_move_A,close_vol,close_avg_h,open_avg_h,close_max_h,y,H_xG,H_xGA,H_npxG,H_npxGA,H_ppda_coef,H_deep,H_xpts,A_xG,A_xGA,A_npxG,A_npxGA,A_ppda_coef,A_deep,A_xpts,xg_diff_roll
F1,2019-08-17,2019,Amiens,Lille,H,1.0,2.0,0.0,0.0,8.0,2.0,3.0,8.0,0,1,2,1,-1,0.0,4.0,2.0,1.0,3.0,1.0,13.0,3.0,5.0,13.0,3,2,1,1,1,3.0,16.0,,,,,0.2892747460429955,0.307937632884479,0.4027876210725253,0.4027876210725253,0.0,0.0,0.0,0.0793612895920567,3.31125,3.25,3.45,0,0.604143,1.86828,0.604143,1.86828,22.72222222222222,3.0,0.4083,1.20625,0.5183,1.20625,0.5183,8.384615384615385,3.0,1.9595,-0.6021070000000001
F1,2019-08-17,2019,Bordeaux,Montpellier,D,1.0,3.0,0.0,0.0,8.0,3.0,3.0,15.0,0,1,3,1,-2,0.0,6.0,0.0,1.0,0.0,0.0,24.0,5.0,7.0,20.0,0,0,1,1,-1,0.0,14.0,,,,,0.3741701870850936,0.3180446590223295,0.3077851538925769,0.3741701870850936,-0.0700000000000002,0.0,0.1,0.0585387539522812,2.63625,2.7,2.73,1,1.29511,1.52399,1.29511,1.52399,10.956521739130435,3.0,1.2036,2.56158,1.17033,1.80149,1.17033,8.827586206896552,11.0,2.3471,-1.2664700000000002
F1,2019-08-17,2019,Metz,Monaco,H,1.0,1.0,1.0,0.0,7.0,3.0,4.0,12.0,1,1,1,1,0,1.0,15.0,0.0,3.0,0.0,0.0,7.0,1.0,2.0,10.0,0,0,3,1,-3,0.0,3.0,,,,,0.3067092651757188,0.2971246006389776,0.3961661341853035,0.3961661341853035,0.1,0.0,-0.1,0.0812403840463595,3.085,2.98,3.19,0,0.252178,1.60857,0.252178,1.60857,14.5,4.0,0.3188,0.563183,0.833034,0.563183,0.833034,17.96153846153846,2.0,1.0423,-0.311005
F1,2019-08-17,2019,Nantes,Marseille,D,1.0,2.0,0.0,0.0,13.0,3.0,11.0,17.0,0,1,2,1,-1,0.0,19.0,0.0,2.0,0.0,0.0,10.0,2.0,5.0,18.0,0,0,2,1,-2,0.0,10.0,,,,,0.3924050632911393,0.3037974683544304,0.3037974683544304,0.3924050632911393,-0.2000000000000001,0.0,0.2000000000000001,0.0634147346555085,2.5125,2.58,2.59,1,0.5183,1.20625,0.5183,1.20625,12.904761904761903,2.0,0.7424,0.874557,1.2983,0.874557,1.2983,4.878048780487805,4.0,1.0087000000000002,-0.35625700000000005
E0,2019-08-17,2019,Norwich,Newcastle,H,1.0,4.0,0.0,0.0,12.0,5.0,2.0,9.0,0,1,4,1,-3,0.0,2.0,0.0,1.0,0.0,0.0,9.0,2.0,5.0,12.0,0,0,1,1,-1,0.0,20.0,,,,0.0,0.4509283819628648,0.2785145888594165,0.2705570291777188,0.4509283819628648,-0.1499999999999999,0.1,0.2000000000000001,0.0542316460064732,2.17375,2.23,2.25,0,0.842407,2.23456,0.842407,2.23456,21.454545454545453,5.0,0.4405,0.380551,1.13309,0.380551,1.13309,13.20689655172414,1.0,0.6213,0.46185600000000004
E0,2019-08-17,2019,Southampton,Liverpool,A,0.0,3.0,0.0,0.0,11.0,3.0,7.0,12.0,0,0,3,1,-3,0.0,12.0,4.0,1.0,3.0,1.0,15.0,7.0,11.0,9.0,3,4,1,1,3,3.0,1.0,2.0,0.0,16.0,1.0,0.144358407079646,0.2085176991150442,0.6471238938053098,0.6471238938053098,0.0,-0.25,0.01,0.4133119714141918,6.91375,6.77,7.5,2,1.08752,0.909241,1.08752,0.909241,5.5,9.0,1.5136,2.23456,0.842407,2.23456,0.842407,5.942857142857143,11.0,2.3863,-1.14704
E0,2019-08-17,2019,Everton,Watford,H,0.0,0.0,1.0,0.0,10.0,3.0,2.0,14.0,1,0,0,1,0,1.0,13.0,0.0,3.0,0.0,0.0,11.0,3.0,5.0,15.0,0,0,3,1,-3,0.0,7.0,,,,0.0,0.5263157894736842,0.2631578947368421,0.2105263157894736,0.5263157894736842,0.08,-0.1999999999999997,-0.25,0.048678977568791,1.82375,1.73,1.89,0,1.2246,0.87159,1.2246,0.87159,4.074074074074074,5.0,1.6257,0.670022,0.855516,0.670022,0.855516,9.785714285714286,7.0,1.0922,0.5545779999999999
E0,2019-08-17,2019,Brighton,West Ham,D,3.0,0.0,3.0,1.0,5.0,3.0,2.0,11.0,3,3,0,1,3,3.0,8.0,0.0,5.0,0.0,0.0,5.0,3.0,1.0,6.0,0,0,5,1,-5,0.0,4.0,7.0,0.0,28.0,1.0,0.4322033898305084,0.2796610169491525,0.288135593220339,0.4322033898305084,-0.3499999999999996,0.1499999999999999,0.4299999999999997,0.1295872568690962,2.2625,2.52,2.55,1,0.855516,0.670022,0.855516,0.670022,11.5,5.0,1.5457999999999998,1.2003,3.18377,1.2003,2.42264,16.4,1.0,0.2522,-0.34478399999999987
E0,2019-08-17,2019,Aston Villa,Bournemouth,A,1.0,3.0,0.0,0.0,7.0,4.0,0.0,9.0,0,1,3,1,-2,0.0,9.0,1.0,1.0,1.0,0.0,13.0,3.0,3.0,10.0,1,1,1,1,0,1.0,6.0,4.0,0.0,19.0,1.0,0.4308880308880309,0.2633204633204634,0.3057915057915058,0.4308880308880309,-0.0999999999999996,0.2000000000000001,0.0,0.0472077475481665,2.29,2.33,2.38,2,0.639599,2.57262,0.639599,2.57262,13.421052631578949,2.0,0.2794,1.34099,1.59864,1.34099,1.59864,13.6,4.0,1.0172,-0.7013909999999999
E0,2019-08-17,2019,Arsenal,Burnley,H,1.0,0.0,3.0,1.0,8.0,2.0,3.0,7.0,3,1,0,1,1,3.0,17.0,3.0,0.0,3.0,1.0,10.0,4.0,2.0,6.0,3,3,0,1,3,3.0,11.0,4.0,0.0,19.0,1.0,0.7137192704203014,0.1808088818398096,0.1054718477398889,0.7137192704203014,0.03,-0.25,-1.0,0.0322656385117577,1.34875,1.33,1.4,0,1.13309,0.380551,1.13309,0.380551,11.052631578947368,10.0,2.073,0.909241,1.08752,0.909241,1.08752,9.27777777777778,0.0,1.1422,0.22384899999999996
F1,2019-08-17,2019,Nimes,Nice,A,0.0,3.0,0.0,0.0,5.0,1.0,6.0,8.0,0,0,3,1,-3,0.0,17.0,2.0,1.0,3.0,1.0,17.0,6.0,7.0,10.0,3,2,1,1,1,3.0,12.0,,,,,0.472913616398243,0.2781844802342606,0.2489019033674963,0.472913616398243,-0.1,0.1,0.1999999999999997,0.0504267502706366,2.105,2.16,2.2,2,0.305387,3.61599,0.305387,2.8559,52.77777777777778,3.0,0.0266,1.86828,0.604143,1.86828,0.604143,8.61111111111111,4.0,2.397,-1.5628929999999999
SP1,2019-08-17,2019,Celta,Real Madrid,A,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,0.1787645886706518,0.2234557358383148,0.5977796754910334,0.5977796754910334,0.5,0.0,-0.0799999999999998,0.4669964820913689,5.01,4.67,6.0,2,,,,,,,,,,,,,,,
SP1,2019-08-17,2019,Villarreal,Granada,D,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,0.6180910495661476,0.2364198264590514,0.1454891239748009,0.6180910495661476,-0.07,0.2000000000000001,0.0,0.0391881906409862,1.5775,1.61,1.65,1,,,,,,,,,,,,,,,
SP1,2019-08-17,2019,Leganes,Osasuna,A,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,0.5017805114923923,0.3075428941404985,0.1906765943671091,0.5017805114923923,-0.1,-0.1,0.7999999999999998,0.0776323754260148,1.95625,2.06,2.1,2,,,,,,,,,,,,,,,
E0,2019-08-17,2019,Man City,Tottenham,D,5.0,0.0,3.0,1.0,14.0,9.0,1.0,13.0,3,5,0,1,5,3.0,5.0,3.0,1.0,3.0,1.0,31.0,7.0,14.0,13.0,3,3,1,1,2,3.0,10.0,2.0,0.0,18.0,1.0,0.7101928819304333,0.171737551448632,0.1180695666209345,0.7101928819304333,-0.03,0.25,0.0,0.0159798980865692,1.36375,1.36,1.4,1,3.18377,1.2003,2.42264,1.2003,6.935483870967742,9.0,2.6312,2.57262,0.639599,2.57262,0.639599,5.25,15.0,2.5933,0.6111499999999999
F1,2019-08-17,2019,Toulouse,Dijon,H,1.0,1.0,1.0,0.0,13.0,3.0,7.0,14.0,1,1,1,1,0,1.0,8.0,1.0,2.0,0.0,0.0,15.0,7.0,12.0,17.0,0,1,2,1,-1,0.0,11.0,,,,,0.4984369572768322,0.2705800625217089,0.2309829802014588,0.4984369572768322,-0.2000000000000001,0.3999999999999999,0.0999999999999996,0.0333541601603158,2.00375,2.0,2.07,0,1.42777,2.32973,1.42777,1.56964,6.44,9.0,0.7064,2.15127,0.916517,1.39118,0.916517,10.48,7.0,2.3088,-0.7234999999999998
SP1,2019-08-17,2019,Valencia,Sociedad,D,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,0.5732351306281267,0.253752084491384,0.1730127848804891,0.5732351306281267,0.0,0.0,0.0,0.0241646140343389,1.67875,1.68,1.72,1,,,,,,,,,,,,,,,
D1,2019-08-17,2019,Werder Bremen,Fortuna Dusseldorf,A,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,0.5668526183192371,0.2240417491452222,0.2091056325355407,0.5668526183192371,-0.09,0.4500000000000002,-0.25,0.0346152319898955,1.7062499999999998,1.74,1.76,2,,,,,,,,,,,,,,,
D1,2019-08-17,2019,Wolfsburg,FC Koln,H,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,0.4603234298608499,0.2775479503572771,0.2621286197818728,0.4603234298608499,0.0999999999999998,-0.1,-0.3999999999999999,0.1082325538564332,2.0650000000000004,1.91,2.17,0,,,,,,,,,,,,,,,
D1,2019-08-17,2019,Leverkusen,Paderborn,H,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,0.7700592353257942,0.1445341949380721,0.0854065697361335,0.7700592353257942,-0.03,0.5,-1.0,0.0177281052085583,1.265,1.28,1.29,0,,,,,,,,,,,,,,,
D1,2019-08-17,2019,Dortmund,Augsburg,H,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,0.8452535760728218,0.118335500650195,0.036410923276983,0.8452535760728218,-0.0799999999999998,1.0,13.0,0.0264237447329913,1.18125,1.22,1.22,0,,,,,,,,,,,,,,,
D1,2019-08-17,2019,M'gladbach,Schalke 04,D,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,0.4407039020657995,0.2631981637337414,0.296097934200459,0.4407039020657995,0.1499999999999999,0.1,-0.5499999999999998,0.1066285274077386,2.18375,2.06,2.31,1,,,,,,,,,,,,,,,
D1,2019-08-17,2019,Freiburg,Mainz,H,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,0.3680297397769517,0.2843866171003718,0.3475836431226766,0.3680297397769517,0.2999999999999998,0.0499999999999998,-0.6999999999999997,0.2165145986500019,2.5275,2.2,2.74,0,,,,,,,,,,,,,,,
SP1,2019-08-18,2019,Ath Madrid,Getafe,H,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,0.64,0.24,0.12,0.64,0.06,-0.33,0.0,0.0433424898750802,1.5225,1.47,1.58,0,,,,,,,,,,,,,,,
SP1,2019-08-18,2019,Betis,Valladolid,A,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,0.5322128851540617,0.2661064425770308,0.2016806722689075,0.5322128851540617,0.1400000000000001,-0.1499999999999999,-0.75,0.0812403840463596,1.805,1.64,1.87,2,,,,,,,,,,,,,,,
F1,2019-08-18,2019,Reims,Strasbourg,D,2.0,0.0,3.0,1.0,8.0,5.0,3.0,8.0,3,2,0,1,2,3.0,8.0,1.0,1.0,1.0,0.0,13.0,2.0,3.0,6.0,1,1,1,1,0,1.0,11.0,,,,,0.4527177959791511,0.2970960536113179,0.2501861504095309,0.4527177959791511,0.1,0.0,-0.2000000000000001,0.0392792202424787,2.075,2.04,2.15,1,1.2983,0.874557,1.2983,0.874557,15.826086956521738,6.0,1.6975,1.60857,0.252178,1.60857,0.252178,15.235294117647058,4.0,2.4896000000000003,-0.31027000000000005
SP1,2019-08-18,2019,Espanol,Sevilla,A,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,0.3192488262910797,0.2816901408450704,0.3990610328638497,0.3990610328638497,-0.2000000000000001,0.1,0.1,0.1315769736694076,3.08625,3.08,3.38,2,,,,,,,,,,,,,,,
E0,2019-08-18,2019,Sheffield United,Crystal Palace,H,1.0,1.0,1.0,0.0,8.0,3.0,4.0,19.0,1,1,1,1,0,1.0,9.0,0.0,0.0,1.0,0.0,6.0,2.0,6.0,16.0,1,0,0,1,0,1.0,10.0,,,,0.0,0.3865105008077544,0.2869547657512116,0.3265347334410339,0.3865105008077544,-0.0999999999999996,0.1999999999999997,0.0,0.0589036743942417,2.53125,2.57,2.63,0,1.59864,1.34099,1.59864,1.34099,9.133333333333333,6.0,1.5905,0.87159,1.2246,0.87159,1.2246,11.307692307692308,5.0,1.0512,0.7270500000000001
E0,2019-08-18,2019,Chelsea,Leicester,D,0.0,4.0,0.0,0.0,18.0,7.0,5.0,13.0,0,0,4,1,-4,0.0,12.0,0.0,0.0,1.0,0.0,15.0,1.0,12.0,3.0,1,0,0,1,0,1.0,14.0,,,,0.0,0.5576208178438662,0.2527881040892193,0.1895910780669145,0.5576208178438662,0.0,0.0,0.0,0.0319597961731387,1.7325,1.73,1.8,1,1.09534,2.37442,1.09534,1.61326,6.4523809523809526,4.0,0.4992,0.543759,0.812949,0.543759,0.812949,6.434782608695652,7.0,1.0341,0.551581
D1,2019-08-18,2019,Union Berlin,RB Leipzig,A,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,0.2109135499693439,0.2372777437155119,0.5518087063151441,0.5518087063151441,-0.5,0.2000000000000001,0.02,0.2242925385676991,4.7225,4.63,5.1,2,,,,,,,,,,,,,,,
SP1,2019-08-18,2019,Alaves,Levante,H,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,0.4174980813507291,0.2824251726784343,0.3000767459708365,0.4174980813507291,0.1499999999999999,0.1999999999999997,-0.3999999999999999,0.0822778394049264,2.36375,2.23,2.46,0,,,,,,,,,,,,,,,
F1,2019-08-18,2019,Rennes,Paris SG,H,1.0,0.0,3.0,1.0,9.0,3.0,1.0,19.0,3,1,0,1,1,3.0,7.0,3.0,0.0,3.0,1.0,12.0,5.0,2.0,17.0,3,3,0,1,3,3.0,12.0,,,,,0.1189603465511496,0.1812729090303232,0.6997667444185273,0.6997667444185273,0.0,0.0,0.0,0.5789399179288198,8.535,7.83,9.5,0,1.17033,2.56158,1.17033,1.80149,10.227272727272728,2.0,0.4745,3.61599,0.305387,2.8559,0.305387,4.0588235294117645,12.0,2.954,-2.44566
D1,2019-08-18,2019,Ein Frankfurt,Hoffenheim,H,,,,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,0.4612804025719877,0.2521666200726866,0.2865529773553256,0.4612804025719877,-0.2000000000000001,0.1499999999999999,0.2999999999999998,0.0765203054284099,2.15625,2.32,2.3,0,,,,,,,,,,,,,,,
F1,2019-08-18,2019,St Etienne,Brest,D,2.0,1.0,3.0,1.0,12.0,4.0,5.0,10.0,3,2,1,1,1,3.0,10.0,1.0,1.0,1.0,0.0,16.0,5.0,4.0,11.0,1,1,1,1,0,1.0,9.0,,,,,0.5925155925155925,0.2494802494802494,0.1580041580041579,0.5925155925155925,-0.01,0.0499999999999998,0.0,0.033779748793788,1.6262500000000002,1.63,1.67,1,0.916517,2.15127,0.916517,1.39118,10.923076923076923,7.0,0.4994999999999999,2.32973,1.42777,1.56964,1.42777,14.24,6.0,2.0648,-1.413213
E0,2019-08-19,2019,Wolves,Man United,D,0.0,0.0,1.0,0.0,8.0,2.0,3.0,13.0,1,0,0,1,0,1.0,12.0,4.0,0.0,3.0,1.0,11.0,5.0,3.0,15.0,3,4,0,1,4,3.0,13.0,4.0,1.0,30.0,1.0,0.3288256227758007,0.2859786476868327,0.3851957295373665,0.3851957295373665,-0.4299999999999997,0.0,0.2000000000000001,0.1526901624672844,3.09,3.32,3.4,1,0.812949,0.543759,0.812949,0.543759,18.666666666666668,3.0,1.584,2.37442,1.09534,1.61326,1.09534,9.064516129032258,8.0,2.3226,-1.561471
E0,2019-08-23,2019,Aston Villa,Everton,H,1.0,2.5,0.0,0.0,14.5,5.5,5.0,9.5,0,2,5,2,-3,0.0,15.0,0.5,0.0,2.0,0.5,11.0,2.5,3.0,12.5,4,1,0,2,1,2.0,8.0,1.5,0.0,18.0,2.0,0.3176442762535478,0.2802743614001892,0.4020813623462629,0.4020813623462629,-0.25,-0.1,0.2200000000000002,0.1258613182378582,3.0787500000000003,3.16,3.26,0,1.1451445,2.1001950000000003,1.1451445,1.7196125,13.210526315789474,7.0,0.8246,1.0287565,1.02219,1.0287565,1.02219,6.468855218855219,4.5,1.32035,0.11638799999999994
SP1,2019-08-23,2019,Levante,Villarreal,H,0.0,1.0,0.0,0.0,16.0,4.0,9.0,15.0,0,0,1,1,-1,0.0,20.0,4.0,4.0,1.0,0.0,12.0,7.0,2.0,10.0,1,4,4,1,0,1.0,10.0,,,,,0.381625441696113,0.2650176678445229,0.3533568904593639,0.381625441696113,-0.0499999999999998,0.2000000000000001,0.08,0.060695375206259,2.57625,2.59,2.67,0,0.859231,0.68416,0.859231,0.68416,4.913043478260869,3.0,1.4713,1.93202,1.96668,1.18874,1.2234,8.434782608695652,6.0,1.3313,-1.0727890000000002
