idx,y,ok,p_H,p_D,p_A,consistency,ui,scs,odds_H,odds_D,odds_A
92,0,1,0.56,0.24,0.2,1.0,0.32599999999999996,1.8421052631578947,1.67,3.9,4.75
93,2,1,0.364,0.249,0.387,1.0,0.3952,1.9473684210526316,2.6,3.8,2.45
94,0,1,0.81,0.12,0.07,1.0,0.22599999999999998,1.368421052631579,1.17,7.5,13.0
95,0,1,0.601,0.21,0.189,1.0,0.3096,1.8947368421052633,1.57,4.5,5.0
96,0,1,0.62,0.21,0.17,1.0,0.30200000000000005,1.7894736842105263,1.48,4.75,5.75
97,0,1,0.38,0.28,0.34,1.0,0.41609032388744016,1.4890232118811804,2.5,3.3,2.75
98,2,1,0.28,0.3,0.42,1.0,0.422639129996048,2.007769638570144,3.4,3.2,2.25
99,2,1,0.496,0.252,0.252,1.0,0.3516,1.2105263157894737,1.91,3.75,3.75
100,2,1,0.285,0.277,0.438,1.0,0.34652673800582057,1.49572211302126,3.3,3.4,2.15
101,2,1,0.111,0.18,0.709,1.0,0.2664,1.6842105263157894,8.5,5.25,1.33
102,0,1,0.682,0.182,0.136,1.0,0.2772,1.736842105263158,1.4,5.25,7.0
103,2,1,0.1,0.15,0.75,1.0,0.265,2.0473684210526315,9.0,6.0,1.29
104,1,1,0.263,0.242,0.495,1.0,0.3716213784405741,2.0255460317090903,3.6,3.9,1.91
106,0,1,0.34,0.28,0.38,1.0,0.4564097026248599,2.0209769648674873,2.8,3.4,2.45
107,0,1,0.662,0.195,0.143,1.0,0.1352,0.9473684210526316,1.4,4.75,6.5
108,0,1,0.667,0.181,0.152,1.0,0.2832,1.8421052631578947,1.42,5.25,6.25
109,0,1,0.378,0.282,0.34,1.0,0.36129999999999984,1.486842105263157,2.6,3.3,2.7
110,1,1,0.437,0.269,0.294,1.0,0.3752,1.8421052631578947,2.15,3.5,3.2
111,1,1,0.3,0.27,0.43,1.0,0.44500192767356594,1.9729953072974573,3.2,3.5,2.2
112,2,1,0.3,0.295,0.405,1.0,0.388,1.736842105263158,3.25,3.2,2.3
113,0,1,0.55,0.238,0.212,1.0,0.32999999999999996,1.9473684210526316,1.73,4.0,4.5
114,0,1,0.304,0.286,0.41,1.0,0.4464266045275911,2.1923177143944668,3.1,3.3,2.3
115,0,1,0.37,0.315,0.315,1.0,0.402,1.5263157894736843,2.55,3.0,3.0
116,2,1,0.182,0.298,0.52,1.0,0.492,2.947368421052632,5.25,3.2,1.83
117,1,1,0.29,0.31,0.4,1.0,0.389677452660247,1.8399549475595416,3.2,3.0,2.4
118,1,1,0.198,0.269,0.533,1.0,0.4868,2.8421052631578947,4.75,3.5,1.77
119,0,1,0.616,0.24,0.144,1.0,0.3036,1.8421052631578947,1.52,3.9,6.5
