idx,y,ok,p_H,p_D,p_A,consistency,ui,scs,odds_H,odds_D,odds_A
25,2,1,0.26,0.27,0.47,1.0,0.512,2.5,3.75,3.5,2.0
26,0,1,0.403,0.291,0.306,1.0,0.3362999999999999,1.149999999999999,2.35,3.25,3.1
27,1,1,0.29,0.29,0.42,1.0,0.40676670758201927,1.6651113838801281,3.2,3.25,2.3
28,0,1,0.778,0.136,0.086,1.0,0.23879999999999998,1.5,1.22,7.0,11.0
29,0,1,0.887,0.072,0.041,1.0,0.19519999999999998,1.736842105263158,1.06,13.0,23.0
30,0,1,0.514,0.277,0.209,1.0,0.34440000000000004,1.631578947368421,1.83,3.4,4.5
31,2,1,0.21,0.25,0.54,1.0,0.484,2.5789473684210527,4.5,3.8,1.75
32,0,1,0.778,0.136,0.086,1.0,0.23879999999999998,1.5,1.22,7.0,11.0
33,0,1,0.676,0.189,0.135,1.0,0.1296,0.42105263157894735,1.4,5.0,7.0
34,0,1,0.5125125125125125,0.25625625625625625,0.23123123123123124,1.0,0.344994994994995,1.736842105263158,1.85,3.7,4.1
35,0,1,0.662,0.188,0.15,1.0,0.2852,1.263157894736842,1.42,5.0,6.25
36,2,1,0.6043956043956045,0.2167832167832168,0.17882117882117884,1.0,0.30824175824175826,1.631578947368421,1.55,4.33,5.25
37,0,1,0.5254745254745254,0.25574425574425574,0.21878121878121876,1.0,0.28731018981018974,1.2289473684210521,1.8,3.7,4.33
38,0,1,0.28,0.27,0.45,1.0,0.443699742159537,2.2808052986074396,3.4,3.5,2.1
39,2,1,0.17,0.26,0.57,1.0,0.4720000000000001,2.5,5.75,3.7,1.65
40,0,1,0.24,0.25,0.51,1.0,0.496,2.5,4.1,3.75,1.83
41,2,1,0.545,0.225,0.23,1.0,0.33199999999999996,1.5,1.73,4.2,4.1
42,2,1,0.34,0.29,0.37,1.0,0.44199714553190006,1.7666476368793338,2.8,3.3,2.55
43,1,1,0.23,0.26,0.51,1.0,0.46693675131007684,2.3062450087338453,4.2,3.7,1.9
44,0,1,0.41,0.29,0.3,1.0,0.386,1.9473684210526316,2.35,3.2,3.2
45,0,1,0.432,0.297,0.271,1.0,0.3022,1.0,2.2,3.2,3.5
46,2,1,0.5,0.26,0.24,1.0,0.35,1.5,1.91,3.6,3.9
47,1,1,0.29,0.3,0.41,1.0,0.43328551525009873,2.157342031491886,3.3,3.2,2.3
48,2,1,0.08,0.15,0.77,1.0,0.392,2.947368421052632,12.0,6.5,1.22
49,1,1,0.739,0.166,0.095,1.0,0.2544,1.8421052631578947,1.29,5.75,10.0
50,2,1,0.728,0.172,0.1,1.0,0.25880000000000003,1.5,1.3,5.5,9.5
51,0,1,0.62,0.2,0.18,1.0,0.30200000000000005,1.5,1.53,4.75,5.25
52,0,1,0.715,0.173,0.112,1.0,0.264,1.8947368421052633,1.33,5.5,8.5
53,1,1,0.54,0.28,0.18,1.0,0.33399999999999996,1.5,1.75,3.4,5.25
54,1,1,0.6426426426426427,0.2112112112112112,0.14614614614614613,1.0,0.29294294294294293,1.5,1.48,4.5,6.5
55,1,1,0.403,0.291,0.306,1.0,0.2388,0.8947368421052632,2.35,3.25,3.1
56,0,1,0.33,0.28,0.39,1.0,0.4249085138715386,1.8902672854593805,2.88,3.3,2.45
57,0,1,0.432,0.288,0.28,1.0,0.39462439724610165,1.8003731746231333,2.2,3.3,3.4
58,2,1,0.11,0.187,0.703,1.0,0.41880000000000006,2.526315789473684,8.5,5.0,1.33
59,0,1,0.6346346346346347,0.22222222222222224,0.14314314314314314,1.0,0.29614614614614615,1.8421052631578947,1.47,4.2,6.5
60,1,1,0.52,0.27,0.21,1.0,0.34199999999999997,1.8947368421052633,1.82,3.5,4.33
61,2,1,0.483,0.262,0.255,1.0,0.3568,1.5,1.95,3.6,3.7
62,1,1,0.28,0.26,0.46,1.0,0.5140888624298254,2.8819959249707656,3.4,3.6,2.05
63,0,1,0.41,0.286,0.304,1.0,0.386,1.5,2.3,3.3,3.1
64,2,1,0.23,0.26,0.51,1.0,0.496,2.947368421052632,4.2,3.6,1.85
65,0,1,0.3433433433433434,0.2862862862862863,0.37037037037037035,1.0,0.29072733779355037,0.8381172746990425,2.75,3.3,2.55
66,0,1,0.67,0.211,0.119,1.0,0.282,1.5,1.42,4.5,8.0
67,0,1,0.541,0.27,0.189,1.0,0.18359999999999999,0.7894736842105263,1.75,3.5,5.0
68,0,1,0.3,0.26,0.44,1.0,0.41264996714781343,1.994508552915247,3.2,3.7,2.15
69,1,1,0.483,0.248,0.269,1.0,0.3568,1.5,1.95,3.8,3.5
70,1,1,0.315,0.315,0.37,1.0,0.552,2.5,3.0,3.0,2.55
71,0,1,0.43043043043043044,0.2782782782782783,0.2912912912912913,1.0,0.34032782782782767,1.486842105263157,2.2,3.4,3.25
72,0,1,0.557,0.271,0.172,1.0,0.1772,0.8421052631578947,1.7,3.5,5.5
73,1,1,0.48551448551448556,0.29570429570429574,0.2187812187812188,1.0,0.35579420579420584,1.5,1.95,3.2,4.33
74,0,1,0.698,0.19,0.112,1.0,0.27080000000000004,1.5,1.36,5.0,8.5
75,2,1,0.33,0.26,0.41,1.0,0.386,1.9473684210526316,2.9,3.6,2.3
76,2,1,0.475,0.306,0.219,1.0,0.36,1.9473684210526316,2.0,3.1,4.33
77,1,1,0.404,0.279,0.317,1.0,0.38839999999999997,1.5789473684210527,2.35,3.4,3.0
78,2,1,0.14,0.25,0.61,1.0,0.45600000000000007,2.947368421052632,7.0,3.7,1.53
79,0,1,0.34,0.3,0.36,1.0,0.44840999059127873,1.966943796924314,2.8,3.1,2.6
80,2,1,0.38738738738738737,0.2962962962962963,0.3163163163163163,1.0,0.2825450450450452,1.0921052631578956,2.45,3.2,3.0
81,0,1,0.405,0.331,0.264,1.0,0.27550000000000013,0.8815789473684219,2.35,2.88,3.6
82,0,1,0.443,0.293,0.264,1.0,0.2978,1.236842105263158,2.15,3.25,3.6
83,0,1,0.49,0.26,0.25,1.0,0.354,1.736842105263158,1.91,3.6,3.75
84,1,1,0.25,0.28,0.47,1.0,0.512,2.6842105263157894,3.9,3.4,2.0
85,2,1,0.19,0.27,0.54,1.0,0.3565,1.7289473684210526,5.25,3.5,1.73
86,2,1,0.388,0.306,0.306,1.0,0.3573000000000002,1.6447368421052642,2.45,3.1,3.1
87,0,1,0.676,0.219,0.105,1.0,0.27959999999999996,1.631578947368421,1.4,4.33,9.0
88,0,1,0.29,0.3,0.41,1.0,0.4467126911050264,2.088961800349299,3.3,3.1,2.3
89,1,1,0.22,0.25,0.53,1.0,0.488,2.736842105263158,4.33,3.75,1.8
90,0,1,0.34,0.3,0.36,1.0,0.459049354432841,2.1957676260435015,2.88,3.1,2.63
91,1,1,0.172,0.271,0.557,1.0,0.46842840008400066,2.5204700356477234,5.5,3.5,1.7
92,0,1,0.5614385614385614,0.2407592407592407,0.1978021978021978,1.0,0.3254245754245755,1.8421052631578947,1.67,3.9,4.75
93,2,1,0.36,0.25,0.39,1.0,0.394,1.9473684210526316,2.6,3.8,2.45
94,0,1,0.803,0.125,0.072,1.0,0.22879999999999998,1.368421052631579,1.17,7.5,13.0
95,0,1,0.601,0.21,0.189,1.0,0.3096,1.8947368421052633,1.57,4.5,5.0
96,0,1,0.637,0.199,0.164,1.0,0.2952,1.7894736842105263,1.48,4.75,5.75
97,0,1,0.38,0.28,0.34,1.0,0.41609032388744016,1.4890232118811804,2.5,3.3,2.75
98,2,1,0.28,0.3,0.42,1.0,0.422639129996048,2.007769638570144,3.4,3.2,2.25
99,2,1,0.5,0.25,0.25,1.0,0.35,1.2105263157894737,1.91,3.75,3.75
100,2,1,0.29,0.27,0.44,1.0,0.3457267380058206,1.49572211302126,3.3,3.4,2.15
101,2,1,0.111,0.18,0.709,1.0,0.2664,1.6842105263157894,8.5,5.25,1.33
102,0,1,0.68,0.18,0.14,1.0,0.27799999999999997,1.736842105263158,1.4,5.25,7.0
103,2,1,0.106,0.158,0.736,1.0,0.2706,2.0473684210526315,9.0,6.0,1.29
104,1,1,0.27,0.24,0.49,1.0,0.3736213784405741,2.0255460317090903,3.6,3.9,1.91
105,0,1,0.31,0.28,0.41,1.0,0.4127949525180967,1.4944224904715215,3.1,3.3,2.3
106,0,1,0.34,0.28,0.38,1.0,0.4564097026248599,2.0209769648674873,2.8,3.4,2.45
107,0,1,0.662,0.195,0.143,1.0,0.1352,0.9473684210526316,1.4,4.75,6.5
108,0,1,0.6673326673326673,0.1808191808191808,0.15184815184815184,1.0,0.2830669330669331,1.8421052631578947,1.42,5.25,6.25
109,0,1,0.364,0.286,0.35,1.0,0.3668999999999999,1.486842105263157,2.6,3.3,2.7
110,1,1,0.437,0.269,0.294,1.0,0.3752,1.8421052631578947,2.15,3.5,3.2
111,1,1,0.3,0.27,0.43,1.0,0.44500192767356594,1.9729953072974573,3.2,3.5,2.2
112,2,1,0.3,0.29,0.41,1.0,0.386,1.736842105263158,3.25,3.2,2.3
113,0,1,0.55,0.238,0.212,1.0,0.32999999999999996,1.9473684210526316,1.73,4.0,4.5
114,0,1,0.31,0.28,0.41,1.0,0.4464266045275911,2.1923177143944668,3.1,3.3,2.3
115,0,1,0.37,0.315,0.315,1.0,0.402,1.5263157894736843,2.55,3.0,3.0
116,2,1,0.19,0.29,0.52,1.0,0.492,2.947368421052632,5.25,3.2,1.83
117,1,1,0.3,0.31,0.39,1.0,0.393677452660247,1.8399549475595416,3.2,3.0,2.4
118,1,1,0.2,0.27,0.53,1.0,0.488,2.8421052631578947,4.75,3.5,1.77
119,0,1,0.62,0.24,0.14,1.0,0.30200000000000005,1.8421052631578947,1.52,3.9,6.5
