idx,y,ok,p_H,p_D,p_A,consistency,ui,scs,odds_H,odds_D,odds_A
21,2,5,0.0744,0.1368,0.7888000000000001,0.9956,0.3857999999999999,2.5,13.0,7.0,1.2
22,0,5,0.36000000000000004,0.296,0.344,0.984,0.41172441724515985,1.5061627816343994,2.55,3.2,2.88
23,2,5,0.5731999999999999,0.266,0.1608,0.9924,0.32300000000000006,1.5,1.67,3.5,5.75
24,0,5,0.62,0.2372,0.1428,0.9894,0.30518,1.5,1.53,3.8,6.5
25,2,5,0.264,0.266,0.4699999999999999,0.986,0.5162,2.5,3.75,3.5,2.0
26,0,5,0.37399999999999994,0.29,0.336,0.99,0.35089999999999993,1.149999999999999,2.35,3.25,3.1
27,1,5,0.2952,0.2904,0.4144,0.991,0.4117067075820192,1.6651113838801281,3.2,3.25,2.3
28,0,5,0.7767999999999999,0.1356,0.08759999999999998,0.9948,0.24084,1.5,1.22,7.0,11.0
29,0,5,0.8828000000000001,0.0728,0.044399999999999995,0.9902,0.19981999999999994,1.736842105263158,1.06,13.0,23.0
30,0,5,0.5064,0.27780000000000005,0.2158,0.991,0.35014,1.631578947368421,1.83,3.4,4.5
31,2,5,0.21400000000000002,0.25,0.536,0.994,0.48739999999999994,2.5789473684210527,4.5,3.8,1.75
32,0,5,0.7872000000000001,0.13040000000000002,0.0824,0.986,0.23931999999999998,1.5,1.22,7.0,11.0
33,0,5,0.6824,0.1816,0.136,0.9876,0.13076000000000002,0.42105263157894735,1.4,5.0,7.0
34,0,5,0.5164,0.2552,0.22840000000000002,0.9896,0.34656,1.736842105263158,1.85,3.7,4.1
35,0,5,0.6740000000000002,0.17800000000000002,0.148,0.98,0.28639999999999993,1.263157894736842,1.42,5.0,6.25
36,2,5,0.6148791208791209,0.20935664335664333,0.17576423576423578,0.9807612387612388,0.30981998001998,1.631578947368421,1.55,4.33,5.25
37,0,5,0.5519999999999999,0.244,0.20400000000000001,0.992,0.27909999999999996,1.2289473684210521,1.8,3.7,4.33
38,0,5,0.28200000000000003,0.268,0.45,0.988,0.44729974215953705,2.2808052986074396,3.4,3.5,2.1
39,2,5,0.1648,0.2556,0.5795999999999999,0.9948,0.46972,2.5,5.75,3.7,1.65
40,0,5,0.23000000000000004,0.25,0.52,1.0,0.492,2.5,4.1,3.75,1.83
41,2,5,0.547,0.223,0.23000000000000004,0.997,0.3321,1.5,1.73,4.2,4.1
42,2,5,0.343,0.28700000000000003,0.37,0.995,0.4434971455319001,1.7666476368793338,2.8,3.3,2.55
43,1,5,0.21200000000000002,0.254,0.534,0.976,0.46453675131007677,2.3062450087338453,4.2,3.7,1.9
44,0,5,0.35,0.29000000000000004,0.36,0.943,0.42310000000000003,1.9473684210526316,2.35,3.2,3.2
45,0,5,0.49000000000000005,0.278,0.23199999999999998,0.962,0.29040000000000005,1.0,2.2,3.2,3.5
46,2,5,0.536,0.254,0.21000000000000002,0.98,0.3416,1.5,1.91,3.6,3.9
47,1,5,0.2914845154845155,0.29508091908091905,0.41343456543456547,0.9924845154845154,0.4341663344309178,2.157342031491886,3.3,3.2,2.3
48,2,5,0.0793842157842158,0.14557082917082917,0.7750449550449551,0.9956471528471528,0.39128787212787214,2.947368421052632,12.0,6.5,1.22
49,1,5,0.7333999999999999,0.16760000000000003,0.099,0.98,0.26264000000000004,1.8421052631578947,1.29,5.75,10.0
50,2,5,0.7291999999999998,0.1708,0.1,0.9988,0.2586800000000001,1.5,1.3,5.5,9.5
51,0,5,0.6198761238761239,0.19996003996003994,0.18016383616383616,0.9996723276723277,0.3021478521478521,1.5,1.53,4.75,5.25
52,0,5,0.72,0.17,0.11000000000000001,1.0,0.262,1.8947368421052633,1.33,5.5,8.5
53,1,5,0.5302,0.2798,0.19,0.9758,0.34518,1.5,1.75,3.4,5.25
54,1,5,0.6426426426426427,0.21121121121121117,0.14614614614614613,1.0,0.29294294294294293,1.5,1.48,4.5,6.5
55,1,5,0.39980000000000004,0.29059999999999997,0.3096,0.9936,0.24199999999999997,0.8947368421052632,2.35,3.25,3.1
56,0,5,0.322,0.28200000000000003,0.396,0.992,0.4249085138715387,1.8902672854593805,2.88,3.3,2.45
57,0,5,0.4364,0.28759999999999997,0.276,0.992,0.39526439724610163,1.8003731746231333,2.2,3.3,3.4
58,2,5,0.11199999999999999,0.1814,0.7065999999999999,0.984,0.4221600000000001,2.526315789473684,8.5,5.0,1.33
59,0,5,0.642926926926927,0.2104444444444445,0.14662862862862863,0.979019019019019,0.2991235235235235,1.8421052631578947,1.47,4.2,6.5
60,1,5,0.512,0.27,0.21800000000000003,0.988,0.3488,1.8947368421052633,1.82,3.5,4.33
61,2,5,0.483,0.262,0.255,1.0,0.3568,1.5,1.95,3.6,3.7
62,1,5,0.28600000000000003,0.26,0.454,0.99,0.5194888624298254,2.8819959249707656,3.4,3.6,2.05
63,0,5,0.42000000000000004,0.2812,0.2988,0.992,0.38439999999999996,1.5,2.3,3.3,3.1
64,2,5,0.229,0.26060000000000005,0.5104,0.998,0.49644,2.947368421052632,4.2,3.6,1.85
65,0,5,0.34320000000000006,0.28440000000000004,0.3724,0.993,0.29201548594169846,0.8381172746990425,2.75,3.3,2.55
66,0,5,0.67,0.2104,0.1196,0.9994,0.28218,1.5,1.42,4.5,8.0
67,0,5,0.5446000000000001,0.268,0.1874,0.9933,0.18417,0.7894736842105263,1.75,3.5,5.0
68,0,5,0.2996,0.2596,0.4408,0.9984,0.4128099671478134,1.994508552915247,3.2,3.7,2.15
69,1,5,0.48579999999999995,0.2468,0.2674,0.992,0.35808,1.5,1.95,3.8,3.5
70,1,5,0.302,0.31,0.38800000000000007,0.996,0.5459999999999999,2.5,3.0,3.0,2.55
71,0,5,0.44400000000000006,0.274,0.28200000000000003,0.984,0.33969999999999984,1.486842105263157,2.2,3.4,3.25
72,0,5,0.5267999999999999,0.27640000000000003,0.1968,0.9658,0.19954000000000002,0.8421052631578947,1.7,3.5,5.5
73,1,5,0.48641158841158844,0.29456343656343653,0.21902497502497503,0.9977182817182817,0.35611988011988005,1.5,1.95,3.2,4.33
74,0,5,0.7,0.19,0.11000000000000001,1.0,0.27,1.5,1.36,5.0,8.5
75,2,5,0.328,0.26,0.41200000000000003,0.99,0.3882,1.9473684210526316,2.9,3.6,2.3
76,2,5,0.476,0.3048,0.2192,0.9976,0.36032,1.9473684210526316,2.0,3.1,4.33
77,1,5,0.4016,0.2796,0.3188,0.9976,0.39008,1.5789473684210527,2.35,3.4,3.0
78,2,5,0.1376,0.2552,0.6072,0.9828,0.46228,2.947368421052632,7.0,3.7,1.53
79,0,5,0.34,0.298,0.362,0.996,0.4488099905912787,1.966943796924314,2.8,3.1,2.6
80,2,5,0.38790990990990987,0.29503703703703704,0.31705305305305304,0.9974814814814814,0.28309159159159175,1.0921052631578956,2.45,3.2,3.0
81,0,5,0.406,0.3284,0.2656,0.9906,0.2779200000000001,0.8815789473684219,2.35,2.88,3.6
82,0,5,0.4438,0.29179999999999995,0.2644,0.9951,0.29895,1.236842105263158,2.15,3.25,3.6
83,0,5,0.496,0.26,0.244,0.994,0.3534,1.736842105263158,1.91,3.6,3.75
84,1,5,0.258,0.276,0.466,0.981,0.5193,2.6842105263157894,3.9,3.4,2.0
85,2,5,0.18059999999999996,0.27060000000000006,0.5488,0.9988,0.35334000000000004,1.7289473684210526,5.25,3.5,1.73
86,2,5,0.386,0.304,0.31,0.994,0.3599000000000001,1.6447368421052642,2.45,3.1,3.1
87,0,5,0.6792,0.2118,0.10900000000000001,0.9964,0.2794,1.631578947368421,1.4,4.33,9.0
88,0,5,0.28,0.29600000000000004,0.42400000000000004,0.984,0.4459126911050264,2.088961800349299,3.3,3.1,2.3
89,1,5,0.22000000000000003,0.25,0.53,1.0,0.488,2.736842105263158,4.33,3.75,1.8
90,0,5,0.306,0.296,0.398,0.98,0.449849354432841,2.1957676260435015,2.88,3.1,2.63
91,1,5,0.17159999999999997,0.27080000000000004,0.5576,0.9988,0.46854840008400067,2.5204700356477234,5.5,3.5,1.7
92,0,5,0.5665754245754245,0.24030369630369627,0.1931208791208791,0.9948631368631369,0.32491088911088917,1.8421052631578947,1.67,3.9,4.75
93,2,5,0.3548,0.24980000000000002,0.3954,0.9884000000000001,0.39532,1.9473684210526316,2.6,3.8,2.45
94,0,5,0.8106,0.121,0.0684,0.9874,0.22953999999999997,1.368421052631579,1.17,7.5,13.0
95,0,5,0.6024,0.20800000000000002,0.1896,0.9956,0.31035999999999997,1.8947368421052633,1.57,4.5,5.0
96,0,5,0.6336,0.2012,0.1652,0.9932,0.2986,1.7894736842105263,1.48,4.75,5.75
97,0,5,0.376,0.2834,0.3406,0.9977,0.4183803238874402,1.4890232118811804,2.5,3.3,2.75
98,2,5,0.266,0.2954,0.4386,0.972,0.423599129996048,2.007769638570144,3.4,3.2,2.25
99,2,5,0.5,0.25,0.25,1.0,0.35,1.2105263157894737,1.91,3.75,3.75
100,2,5,0.29,0.27280000000000004,0.4372,0.9922,0.34918673800582056,1.49572211302126,3.3,3.4,2.15
101,2,5,0.1202,0.18,0.6998,0.9924,0.27236000000000005,1.6842105263157894,8.5,5.25,1.33
102,0,5,0.6808000000000001,0.1828,0.13640000000000002,0.9948,0.27924,1.736842105263158,1.4,5.25,7.0
103,2,5,0.1052,0.15960000000000002,0.7351999999999999,0.9906,0.2737400000000001,2.0473684210526315,9.0,6.0,1.29
104,1,5,0.266,0.24,0.49399999999999994,0.994,0.3738213784405741,2.0255460317090903,3.6,3.9,1.91
105,0,5,0.3136,0.28040000000000004,0.40599999999999997,0.9864,0.41847495251809663,1.4944224904715215,3.1,3.3,2.3
106,0,5,0.334,0.272,0.394,0.992,0.45320970262485993,2.0209769648674873,2.8,3.4,2.45
107,0,5,0.6608,0.198,0.14120000000000002,0.997,0.13658,0.9473684210526316,1.4,4.75,6.5
108,0,5,0.660933066933067,0.18632767232767233,0.15273926073926075,0.9861638361638362,0.2897776223776224,1.8421052631578947,1.42,5.25,6.25
109,0,5,0.3651999999999999,0.28480000000000005,0.35,0.9976,0.3671399999999999,1.486842105263157,2.6,3.3,2.7
110,1,5,0.44020000000000004,0.2694,0.2904,0.9936,0.37583999999999995,1.8421052631578947,2.15,3.5,3.2
111,1,5,0.266,0.26,0.47400000000000003,0.962,0.43880192767356596,1.9729953072974573,3.2,3.5,2.2
112,2,5,0.3,0.28800000000000003,0.41200000000000003,0.996,0.38639999999999997,1.736842105263158,3.25,3.2,2.3
113,0,5,0.55,0.238,0.21200000000000002,1.0,0.32999999999999996,1.9473684210526316,1.73,4.0,4.5
114,0,5,0.2968,0.2812,0.422,0.988,0.4452266045275911,2.1923177143944668,3.1,3.3,2.3
115,0,5,0.36800000000000005,0.31399999999999995,0.31799999999999995,0.994,0.40459999999999996,1.5263157894736843,2.55,3.0,3.0
116,2,5,0.18,0.3,0.52,1.0,0.492,2.947368421052632,5.25,3.2,1.83
117,1,5,0.298,0.31,0.392,0.996,0.3940774526602471,1.8399549475595416,3.2,3.0,2.4
118,1,5,0.19963963963963965,0.26985385385385385,0.5305065065065065,0.998986986986987,0.48810130130130136,2.8421052631578947,4.75,3.5,1.77
119,0,5,0.616,0.242,0.14200000000000002,0.992,0.30600000000000005,1.8421052631578947,1.52,3.9,6.5
